0
0.0002
0.0004
0.0006
0.0008
0.001
0.002
0.003
0.004
0.005
0.006
0.007
0.008
0.009
0.01
0.015
0.02
0.03
0.04
0.05
0.06
0.07
0.08
0.09
0.1
0.125
0.15
0.2
0.25
0.3
0.4
0.45
0.5
0.55
0.6
0.65
0.7
0.75
0.8
0.85
0.9
0.95
1
1.25
1.5
2
2.5
3
3.5
4
4.5
5
5.5
6
6.5
7
7.5
8
8.5
9
9.5
10
12
15
17
20
25
30
35
40
45
50
55
60
65
70
75
80
85
90
95
100
150
