0.000000001
1.58489E-09
2.51189E-09
3.98107E-09
6.30957E-09
0.00000001
1.58489E-08
2.51189E-08
3.98107E-08
6.30957E-08
0.0000001
1.58489E-07
2.51189E-07
3.98107E-07
6.30957E-07
0.000001
1.58489E-06
2.51189E-06
3.98107E-06
6.30957E-06
0.00001
1.58489E-05
2.51189E-05
3.98107E-05
6.30957E-05
0.0001
0.000158489
0.000251189
0.000398107
0.000630957
0.001
0.001584893
0.002511886
0.003981072
0.006309573
0.008
0.01
0.015
0.02
0.025
0.03
0.035
0.04
0.045
0.05
0.055
0.06
0.065
0.07
0.075
0.08
0.085
0.09
0.095
0.1
0.15
0.2
0.25
0.3
0.4
0.5
0.6
0.7
0.8
0.9
1.0
1.5
2
2.5
3
3.5
4
4.5
5
5.5
6
6.5
7
7.5
8
8.5
9
10
12
14
16
18
20
40
60
80
100
200
400
600
800
1000
5000
10000
